Description,Spam
"Subject: re : 6 . 199 ipa

why must kind stuff decide vote ? since obviously ipa membership equal interest matter never , achieve us join ipa force issue , "" pack "" , never representative . why let invisible hand "" market "" idea operate freely instead ? fewer fewer ipa 's made-up symbol , either organization become completely irrelevant , own mind respond "" market force "" , perhap group step propose system manifestly better anyone else 's , achieve standardization . really few top name phonetics together editor few journal , probably something . simply anywhere else : someone publish truly superior system start . finally , reality , seem certain trend occur anyway particular resistance hachek correspond ipa symbol wane . put inconsistency american v . canadian v . british spell , probably here . gonna worry something , worry those case where te same symbol different commonly meaning ' j ' ' y ' . alexis mr
",no
"Subject: re : 6 . 249 dick armey 's slip correction

someone provide context dick armey 's utterance "" barney fag "" ? hear once n't write down . impression , however , phonological environment n't seem quite right spoonerism . one : seem binary opposition between intentional slur armey 's part purely phonological slip n't represent possibility . 's certainly possible string "" barney fag "" often enough capitol hill hear dick armey , inadvertently substitute frank 's actual name . is n't something 's : accidentally something one hear recently repeatedly . "" can't tune head ! "" seem reasonable explanation "" slip "" n't spoonerism . anythe non-spoonerism phonological slip bear ? phil gaine
",no
"Subject: gent conference

"" listserv "" international conference 1992 second circular : february 1992 literature analysis discourse special attention multicultural context tuesday 8 september - friday 11 september 1992 gent university , belgium write read literature , oral literary tradition , dialogic text , non-literary narrative , discourse theory , literature social practice , etc . , etc . , etc . keynote speaker : david birch ( murdoch , australium ) martin montgomery ( strathclyde , scotland ) elinor ochs ( lo angele , usa ) statement pala ' s aims palum 's principal aim encourage cooperation between scholar teacher interest language / literary study . interest pala member wide , reflect papers pala conference . interest member include : stylistic , literary theory , teach language literature , critical linguistics , pragmatic , discour analysis , textual understand , rhetoric , narratology , semiotic approach text performance , sociolinguistic , cultural study , post-structuralist theory ; short , theme relevance study teach language literature role society . 1992 conference theme highlight currently expand field discour study , 1992 conference core theme ' literature analysis discourse , special attention multicultural context ' . paper cover interest wide process write read literature , analysis dialogic text , oral literary tradition , relationship between literary non-literary discourse , discourse theory literary communication social practice propose , those deal specifically write read literature multilingual / multicultural context . 1992 conference venue gent university city type ; campus , university building dot around town . conference session place hoveniersberg , overlook bovenschelde one quiet part town . programme conference session start morn wednesday full three day . envisage most participant arrive register tuesday even . our provisional programme : tuedsday 8 sept 15 . 0 onward : registration wednesday 9 sept 08 . 30 - 09 . 30 : late registration 09 . 45 : open conference 10 . 0 - 18 . 0 : conference session 18 . 30 : pre-book dinner 20 . 15 : drink reception thursday 10 sept 08 . 30 - 18 . 0 : conference session 18 . 30 : pala agm 20 . 0 : pre-book dinner friday 11 sept 08 . 30 - 17 . 0 : conference session 17 . 15 : wind-up session even : activity arrange continuous coffee , tea , etc . throughout conference session . accommodation room vermeylen student hall residence , couple hundr metre conference centre , available participant . possible book room several night either side conference date . price registration form include breakfast . unfortunately , double room available . prefer stay hotel , recommend arcade hotel ( nederkouter , 9000 gent ; tel . 32-91 - 25 . 7 . 7 ) , 10 minute ' walk conference centre . alternatively , contact gent tourist office ( meersstraat 138 , 9000 gent ; tel . 32-91 - 25 . 35 . 55 ) . food breakfast serve overpoort , university eat complex next door vermeylen . lunch supper available conference participant , snack throughout day . single ' conference dinner ' , easier participant meet each , arrange dinner both wednesday thursday evening university restaurant . pre-book . staying gent gent ( population around 230 , 0 ) historic flemish city , first europe declare itself independent feudal control . plethora medieval vista bridge thus entitle compete bruge amsterdam title ' venice north ' . busy industrial city commercial administrative centre east flander . first language flemish / dutch ( depend one 's sociolinguistic viewpoint ) nearly every-body both english french least degree fluency . numerous restaurant , cafe pub near conference area ( include two vegetarian restaurant ) , many stay open small hour . price cheap northern european standard . those wish combine conference visit gent surround area , train less hour bruge , brussel , antwerp belgian coast . even ardenn pari within few hour . registration / queries attend conference , fill registration form return , payment , 1st . confirmation registration detail arrangement send third circular those register , enquiry , contact jim o'driscoll stef slembrouck seminarie voor engelse taalkunde , universiteit gent , rozier 44 , b-9000 gent , belgium ( tel : 32-91 - 64 . 37 . 88 / 89 / 90 ; fax : 32-91 - 64 . 41 . 95 ; e-mail pala92 @ engllang . rug . ac . ) . * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * pala 92 gent university registration form surname _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ first name ( s ) _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ address _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ affiliation _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ participate conference enclose eurocheque ( arrange direct transfer pala account belgium ) cover : ( tick appropriate ) pala member conference fee ( bf 1000 ) _ _ _ _ _ _ non-member conference fee ( bf 2000 ) _ _ _ _ _ _ student conference fee ( bf 600 ) _ _ _ _ _ _ dinner 9th september ( bf 500 ) _ _ _ _ _ _ dinner 10th september ( bf 500 ) _ _ _ _ _ _ accommodation tue 8th september ( bf 525 ) _ _ _ _ _ _ accommodation wed 9th september ( bf 525 ) _ _ _ _ _ _ accommodation thu 10th september ( bf 525 ) _ _ _ _ _ _ accommodation frus 11th september ( bf 525 ) _ _ _ _ _ _ accommodation ( specify ) ( bf ) _ _ _ _ _ _ fee international money transfer cheque eurocheque * ( bf 300 ) _ _ _ _ _ _ therefore enclose ( transfer ) total bf _ _ _ _ _ _ lacto-vegetarian / vegan food dinner ( s ) book _ _ _ _ _ signature _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ please return pala conference 1992 , seminarie voor engelse taalkunde , universiteit gent , rozier 44 , b-9000 gent , belgium ( pala9 @ engllang . rug . ac . ) . final date registration 1st 1992 . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ * . note payment must belgian franc . cheque payable ' pala conference 1992 ' . single eurocheque must bf 7 , 0 . international money transfer send vium ' swift ' , quote our bank 's swift number ( bbru bb 900 ) our account number : bbl 390-0959358 - 83 . problem either method payment , please contact organizer .
",no
"Subject: sum : greek l1

content - length : 1735 couple week ago ask list reference greek l1 acquisition . number response , point same few author : ianthus - maria tsimply ( 1992 ) "" funtional category maturation : prefunctional stage language acquisition . "" phd thesis , ulc ursulum stephany ( 1985 ) aspekt , tempus , modalitaet . tuebingen : narr _ _ _ _ ( 1995 ) acquisition modern greek . d . . slobin ( ed ) crosslinguistic study language acquisition , vol . 4 _ _ _ _ data childes gaberel drachman deal phonologial aspect greek l1 70 's ; papers presumably publish ohio work paper austrian phonologica during . thank neil smith , bob ingrium , heike behren , dan slobin wim zonneveld , yorgo xydopoulo harriet jisa help . ( order thanks due order mesage : ) susanne dopke ( phd ) linguistic monash university clayton vic 3168 australium ph : 61 - 3-9052298 fax : 61 - 3-9052294
",no
"Subject: kant innateness

reference innateness kant easy , here one relevant current controversy regard linguistic "" realism "" v . "" conceptualism . "" middle course propose bewtween two above mention , namely , category neither self-thought first principle apriorus our knowledege nor derive experience , sujective disposition , implant us first momement , order our creator employment complete harmony law nature accordance experience proceeds - - kind preformation-system pure reason . . . decisive ojection . . . necessity category . . . sacrifice . ( b167-168 . _ critique pure reason _ tran . kemp smith . ) noam chomsky observe "" rationalist "" "" empiricist "" theory language incorporate "" innate disposition . "" ( _ reflection language _ . pantheon . 1975 . p . 215 ) whether logical modality enter linguistic picture uncertain , one imagine formulation minimality connection economy derivation necessary sense , choose possible example purpose illustration . , modality exclude "" psychologism "" linguistics conceptualism alum chomsky . one consequence argument against extend linguistic "" psychologism "" logic bar fregean reason sometime cite linguist ( e . g . katz postal _ linguistic philosophy _ . 14 , 1991 . p . 520 . importance kant history philosophy linguistics innateness , rather recognize concept rules . ( ibid . a106 ) . rule allow identification form "" judgment . "" within framework rule ( "" principle "" ) parameter , kant 's view concept special significance , eventually point toward possible resolution question place linguistics within science . steven bayne ( grad student ) uconn , linguistic stevenbayne @ delphus . com
",no
"Subject: wccfl xiv call paper

call papers west coast conference formal linguistic ( wccfl ) xiv usc lo angele , march 10-12 , 1995 abstract submission : abstract limit two anonymous , 8 - 1 / 2 "" x 11 "" page , 1 "" margin , single-space , smaller 12 point font . second page need limit datum reference . please send 12 copy abstract , plus 3x5 index card follow information : title paper name affiliation address e-mail address phone number fax number follow address : wccfl xiv linguistic dept . gfs 301 university southern californium lo angele , ca 90089-1693 maximum 1 individual 1 join abstract accept . please , e-mail fax submission . deadline : december 8th , 1994 . information , contact : jose camacho hajime hojus wccfl xiv linguistic dept . gfs 301 university southern californium lo angele , ca 90089-1693 e-mail : wccfl @ mizar . usc . edu fax : 213-740 - 9306 phone : 213-740 - 2986 day precede wccfl workshop predication . separate call papers follow . call papers wccfl xiv workshop "" predication "" usc lo angele , march 9 , 1995 day precede wccfl xiv , workshop general topic "" predication "" . abstract submission : abstract limit two anonymous , 8 - 1 / 2 "" x 11 "" page , 1 "" margin , smaller 12 point . second page need limit datum reference . please send 8 copy abstract , 3x5 index card contain follow information : "" wccfl workshop "" title paper name affiliation address e-mail address phone number fax number follow address : wccfl xiv workshop linguistic department , gfs 301 university southern californium lo angele , ca 90089-1693 information , contact : jose camacho hajime hojus phone : 213-740 - 2986 fax : 213-740 - 9306 e-mail : wccfl @ mizar . usc . edu deadline : december 8th , 1994 please , e-mail fax sumbission .
",no
"Subject: genetic classification

wish comment issue recent discussion nostratic problem "" demonstrate "" distant genetic relationship skirt around believe underlie issue various directly address . assumption seem underly much discussion hypothesis regard genetic relationship interest unless prove true . rather odd assumption , one seem kind hypothesis linguistics ( anywhere else science far ) . let us set aside sake argument oft-note point notion proof really applicable empirical hypothesis , assume term loosely arbitrary high level certainty . seem fair fairly widespread disinterest hypothesis nostratic hypothesis widely believe ( assume true here sake argument ) available evidence nostratic fall short imaginary level certainty deserve label "" prove "" . common type reaction unproven hypothesis demonstrate observe similarity due chance / borrow . suppose someone same attitude toward comparative reconstruction protolanguage . suppose someone object comparative reconstruction anything shallow group grounds one never prove reconstruction correct . one object certain claim genetic relationship grounds one cannot conclusively eliminate possibility observe similarity due accident / borrow , one equally object virtually hypothesis surround comparative reconstruction grounds one cannot conclusively eliminate alternative possibility . comparative method best guess one protolanguage ; never provide proof reconstruction fact correct . why bother ? answer obvious : hypothesis represent our best guess point much science . why many linguist seem object apply same hypothesis genetic relationship ? why many historical linguist hypothesis nostratic hypothesis either laughable upset ? why n't react same comparative reconstruction , since "" unproven "" ? why n't rush read everything nostratic conclude "" evidence tantalize conclusive ; 's really excite hypothesis "" ? why double standard ? want suggest answer question , answer , right , provide insight nature many debate surround controversial hypothesis genetic relationship . namely , question genetic classification intrinsically interest , quite apart detail historical work play role support hypothesis . , however , primarily interest detail historical work itself , question genetic classification intrinsically interest , interest far inevitable consequence historical work . first sort likely recent work reclassify penutian language excite , while latter sort unlikely react , unless penutian specialist . one move back , ability apply comparative method become increasingly difficult , detail historical work become increasingly speculative ( many historical linguist , dissatisfy ) . depth , alway much confident genetic classification comparative reconstruction . our confidence indo - european language family surely greater our confidence specific claim proto - indo - european . move further back , expect hypothesis cannot entirely confident , least promise evidence , where comparative reconstruction sufficiently speculative satisfy linguist interest traditional comparative work . since linguist interest genetic classification except biproduct detail historical work , linguist likely hypothesis uninterest . hand , linguist question genetic classification inherently interest , fact detail historical work possible irrelevant , fact hypothesis unproven unprovable source concern fact comparative reconstruction alway unproven unprovable . view correct , much debate surround controversial hypothesis genetic classification base , substantive question , simply sort question different interest . matthew dryer
",no
"Subject: query : write phonology

many language contrastive vowel length dont represent vowel length write system ? happen someone poor understand language devise write system outside , vowel length language adopt write system non-vowel - length language , interest hear case indigenous write system ignore important aspect phonology . reason interest korean . often contrastive vowel length , least certain word-pair , yet show script . fact doesnt - couple fact native speaker difficulty pick word long vowel - seem argument treat distinction one accent stress rather vowel length . argument depend common write system ignore vowel length . ? reply ' ll summary response several . thanks helen _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ hfraser @ metz . une . edu . au ( 129 . 180 . 4 . 1 ) helen fraser ( dr ) dept linguistic university england armidale nsw 2351 australia phone 55 73 2128 / 3189 fax 55 73 3735
",no
"Subject: 

phonology & phonetics burquest , donald . david l . payne ; phonological analysis : functional approach : pb . : isbn : 0-88312 - 608 - 7 ; viius , 179 pp . ; $ 19 . 0 . summer institute linguistic . burquest payne produce introductory textbook orient primarily student interest previously unstudy little study language need practical guide carry investigation . broad base exposure kind phonological phenomenon range language . internet : academic . book @ sil . org textbook , phonology note : [ price correction book below ] watt , david l . e . phonology semology intonation english : instrumental systemic perspective . 1994 . 192 pp . 6x9 book . prepaid us $ 22 . 0 + 3 . 50 p&h ( us ) / 5 . 0 ( ) / 5 . 50 ( ) . iulc publication , 720 e . atwater ave . , bloomington 47401 . < iulc . indiana . edu > watt present extensive study intonation mean potential systemic functional perspective , advance halliday 's description intonation . include over 250 instrumentally derive illustration example original tape recording , cite example , recording casual conversation . ( previous post list contain incorrect price book . regret inconvenience . ) syntax harm , phillip l . ; epena pedee syntax : studies languages colombia 4 ; pb . : isbn : 0-88312 - 276 - 6 ; xiv , 213 pp . $ 27 . 0 . summer institute linguistic university texa arlington . author describe major grammatical structure language morphology through discourse , introductory phonological sketch . epena pedee ergative-absolutive language , one subject important role , manifest number agreement verb . internet : academic . book @ sil . org syntax , colombium wier , elizabeth marinus wier ; doyayo language : selected studies ; pb . : isbn : 0-88312 - 620 - 6 ; x , 299 pp . $ 28 . 0 summer institute linguistic university texa arlington . doyayo language 15 , 0 northern cameroon . using descriptive linguistic approach , wiering cover phonology , structure indicative verb , major systactic structure level morpheme through discourse , feature folktale . internet : academic . book @ sil . org syntax , phonology , cameroon cope , pamelum ; introductory grammar : stratificational approach ; pb . ; isbn : 1-55671 - 1 - 1 ; ix , 113 pp . ; $ 12 . 0 . summer institute linguistic . cope present clear exposition stratificational grammar , intend primarily begin linguistic student . internet : academic . book @ sil . org textbook , syntax semantics berman , stephen r . ( university massachusett , amherst ) ; semantic logical form wh - clause , pb . xiius + 279 pp . ph . d . dissertation , 1991 . $ 16 + s / h ( $ 3 domestic , $ 4 foreign surface ) . graduate linguistic student association ( glsa ) , university massachusett , amherst . dissertation propose semantically dichotomous analysis wh-clause denote either question quantify proposition , depend syntactic context ( certain case additionally influence lexical property ) . behavior under quantificational adverb provide primary diagnostic tool motivate analyse wh-phrase inherently nonquantify open sentence , follow heim / kamp treatment indefinite . restriction wh-phrase quantifiability , argue interact presupposition , motivate semantic dichotomy . additionally , quantify interpretation argue involve inherent exhaustiveness . contact glsa @ linguist . umass . edu info .
",no
"Subject: ipa market

"" alexis mr "" urge phonetic alphabet standardize , write , "" why let invisible hand "" market "" idea operate freely ? "" market * * operate . 's exactly why several different system , 's why feel free modify those system please . market demand ask earlier egram ( vol-6 - 199 ) why benefit , active fieldworker , completely revamp phonetic alphabet . still wait plausible answer . happy ipa most , ' m innovate necessary . complete overhaul wrench probably leave feel extremely alientate . likely , ipa chinese ipa symbol already , dubious goal , unify standard phonetic system fail . real reason want overhaul ipa alter aesthetics - neater , symmetrical somehow . practical value . nor need single , unify system , replace both ipa american consensual practice . everybody recognize esh , everybody recognize s-hachek , letter _ y _ appear transcription carefully introduction represent , 's . where problem ? please , someone tell , where problem ? david prager branner , yuen ren society asian l&l , do-21 , university washington seattle , wa 98195 ( charmius @ u . washington . edu )
",no
"Subject: women 's study , northern illinois university

position announcement northern illinois university women 's study program director northern illinoi university invite application full-time director women 's study program . program administratively house college liberal art science offer general education course , undergraduate minor , graduate-level concentration . enjoy student faculty involvement through-out university . director limit teach responsibility opportunity teach advance women 's study course candidate 's academic discipline . assistance program advisory committee , director responsible budget , plan , curriculum design schedule , represent program university-level committee . doctorate terminal degree academic discipline require . ph . d . women 's study discipline central woman 's study administrative experience prefer . candidate must exhibit strong record effective teach research credentials appropriate tenure-track associate professor position . interest intersection race , class , gender / cross-cultural perspective woman , program development , multi-cultural curriculum transformation , student advise especially desirable . minority , person disability , woman encourage apply . twelve month contract . salary commensurate qualification . send application letter , vita , three letter recommendation forward : chair , director search committee women 's study program northern illinoi university dekalb , illinoi 60115-2854 deadline : application material must receive february 1 , 1995 . northern illinoi university affirmative action / equal opportunity employer .
",no
"Subject: case-mark locative

doe anyone locative element english _ _ ( overtly ) case-mark , . e . different form subject object ? , case where locative expletive ( english : _ _ man ) ? please reply ( starke @ uni2a . unige . ch above one ) post summary , thanks michal starke .
",no
"Subject: summary : c - insertion

week ago post query whether anyone example consonant insertion separate impermissible vowel cluster , choice consonant condition surround vowel . thank those respond . name e-mail address appear edit remark . welcome further comment anything bring summary . reason query : query prompt work ' ve czech verb system , certain form certain paradigm , glide / j / appear present form . ( since most e-mail win support czech diacritic , ' ll spell czech form phonetically . apostrophe after consonant indicate palatalization . ) typical verb verb [ d ' elat ] "" "" : [ d ' elum : ] "" / / "" [ d ' elajus : ] "" "" [ d ' elajus : c ] active participle ( plural ) old church slavonic russian , / j / appear person present tense relate paradigm ( e . g . , russian [ d ' elajet ] "" "" 3rd per . sing . ) create vjv sequence , historically contract long vowel czech ( e . g . , [ d ' elum : ] ) . most current phonological account west slavic language , rubach ( 1993 ) , / j / consider present underlyingly , need delete almost form verb . representation seem too abstract , consider czech phonotactic restriction ( chart palkova ( 1994 ) ) autosegmental viewpoint , occur / j / ( where survive ) simply insert break impermissible v cluster prevent formation overlong syllable nucleus . stick point / j / often appear between non-high vs vs shares obvious feature . response search ' ve since , epenthesis consonant between non-homorganic vowel uncommon one assume . far , norm seem cs insert morpheme boundary glide ( even between non-high vs ) unless relic consonant retain , sometime analogically extend , environment . case ' ve where insert c relic , c coronal . datum greatly welcome . responses : albert ortmann ( ortmann @ sapir . ling . uni-duesseldorf . de ) mention several example : english intrusive / r / , french t-epenthesis interrogative form , dutch insertion / j / / v / between non-high vs morpheme internally ( e . g . , theater [ te : ' ( j ) : t @ r ] ; zoval [ zo : ' ( v ) al ] "" , "" ) , swiss german insertion / n / between certain host clitic ( e . g . groesser wie-n - "" taller - ep - "" ) . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = subj : vowel cluster : spscob @ main . queen-margaret - college . ac . uk : spscob @ main . queen-margaret - college . ac . uk x - : spscob @ main . queen-margaret - college . ac . uk ( dr jame m scobbie ) / r / sandhus english type , really / r / consonantal glide counterpart non-high vowel , 's / j / near / / / w / near / u / . note , however , avoid insert / r / certain socially stigmatise environment , many speaker insert glottal stop : law [ ? ] order instead law [ r ] order = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = subj : c - insertion : seegmiller @ apollo . montclair . edu ( steve seegmiller ) karachay , turkic language , clear case consonant appear under certain circumstance involve otherwise v - v sequence . plural suffix - le - la ( depend vowel harmony ) , ' horse ' plural atlum . however , plural suffix itself follow another suffix begin vowel , - r - appear : atlarus "" m ' horse ' . ( 1sg possessive suffix - im / "" m / um / u "" m ) . - r - clearly historical , since karachay form - r - similar ordinary turkish form . , turkish form correspond karachay one above , atlar , atlarus "" m . thing n't whether motivation postulate - r - underlie form plural suffix . reason yes , ' m sure . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = : gladney @ vmd . cso . uiuc . edu n't reference , here three e example notice : freebie , sukie ( diminutive sue ) , l . . laker . best wish , frank y . gladney . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = : karlrein @ aol . com subj : intrusive glide n't , portuguese [ y ] s [ w ] s between open final initial vowel . dialect ( continental insular ) ' na agua ' [ n ( schwa ) + y + agwa ] . nasal vowel both side , [ y ] nasal . many variety ( ? ) ' ano ' [ nu + w + ( mid-central ) nu ] . sorry lack symbol . karl reinhardt , dept . modern classical language , university houston . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = : ferry @ cimrs1 . mnhn . fr : jpkirchner @ aol . com glide insertion eskimo language : jorgen rischel , topic west greenlandic phonology , akademisk forlag , copenhagen , 1974 . insertion nasal velar nasal uvular prevent fusion two long vowel . best regards philippe mennecier , muse ' e de l ' homme , pari = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = subj : consonant insertion picard @ vax2 . concordia . ca ( marc picard ) ' ll probably most case consonant insertionare result analogy . french , example , chante-il ' sing ' actually chante - t-il , epenthetic / t / introduce first conjugation verb through influence final 3 sg final / t / conjugation , e . g . finit-il , fait-il , recoit-il , etc . , final consonant deletion , word abri 's helter ' debit identical end . however , many form alternate morphologically complex word end / t / , original vowel-final word acquire consonant composition , example , abriter replace abrier ( still canadian french sense ' cover ' ) . ' ll case clou ' nail ' derive form either without / t / , e . g . clouer ' nail ' v . cloute , clouterie , cloutier . although / t / 'd efault ' consonant , , ' ll case joli , jolie ' pretty ' yield enjoliver ' embellish ' ; ' ll family name joliet jolivet . ' m sure stuff mildr pope 's latin modern french . marc picard = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = ( one edit those mr . alvarez 's example contain character survive transmission . include extensive spanish outline guajiro language , ' ll available those request . jk ) subj : c - insertion guajiro x - : jalvar @ conicit . ve ( jose r . alvarez ) guajiro , arawakan language speak colombium venezuelum , six vowel show contrast between short long . long vowel ( write double vowel practical orthography ) diphthong ( write two vowel ) behave alike process consonant insertion describe shortly . whenever situation arise where due morphological concatenation theme ( complex monomorphemic ) end long vowel suffix begin long vowel , epenthetic [ h ] ( write j ) [ w ] ( write w ) insert break impermissible vowel cluster . choice either [ h ] [ w ] simply matter dialect difference , [ h ] prefer arribero speaker [ w ] prefer abajero speaker . insertion [ h / w ] break vowel cluster apply condition surround vowel , , general productive process . atpanaa + ee + chus - ) atpanaajeechus atpanaaweechus "" rabbit "" ke + kius + ee-shus - ) kekius kekius "" want ( ) head "" + ko ' ojoo + ee + shus - ) ako ' ojeeshus ako ' oweeshus "" want / want embrace "" contrary few example lead one suspect , epenthesis condition presence long ee second half cluster . simply accident guajiro morphology common suffix long vowel ( - ee future , - ee desiderative , - eema apparentative , etc . ) . however , [ w ] epenthesis certain case . case particularly important infinitive formation . guajiro infinitive end one six long vowel aa ee ius oo uu uu [ vowel / uu / "" umlaut "" - - jk ] sequence waa . duality infinitive formation directly relate phonological structure stem infinitive construct : final syllable stem light , , end short vowel , final vowel lengthen ; final syllable stem heavy ( , end long vowel diphthong ) , - aa suffix , epenthetic [ w ] add . infinitive ashakataa / = shaka-ta - aa / ( 0 = . off - tt-inf ) "" off "" y cheecheewaa / cheechee-aa / ( soft - inf ) "" soft "" illustrate contrast . = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = thank again respond . 'd welcome example anyone . jame kirchner jpkirchner @ aol . com
",no
"Subject: - 320 ( est )

( sstraigh @ bingsun . cc . binghamton . edu ) sun , 26 mar 1995 , linguist list : ) subject : 6 . 435 sum : whatever happen had / ' d ? ) deat : frus , 24 mar 1995 15 : 16 : 32 gmt + 1000 ) : dziegele @ art . cc . monash . edu . au ) subject : summary : whatever happen 'd ? . . . ) many analogy modal invert , e . g . ) claudium brugman mention difficulty invert ' stop ' ) ) * ' has stop ? ' gotta equally impossible invert . jame ) kirchner mention otta similar case . tamara al - kasey compare ) negative affirmative interrogative : * ' had better stop ? ' ) ' had n't better stop ? ' suggest latter ) acceptable . , both interrogative form fine , though latter surely frequent discourse reason . moreover , parallel between better otta strike great : 1 . { better / otta } stick our knit . 2 . had ( n't ) { b / o } stick our knit ? 3 . most { b / o } leave catch bus . 4 . had ( n't ) most { b / o } leave ? 5 . ( n't ) our noisy friend { b / o } { shut / quiet } ? example cast doubt applicability roger lass 's comment own usage : ) "" dialect anyhow ( york city middle class ) , 's certainly ) normal ( sometime , less formal register , write ) , ) ) better , better , better , better , better . . . ) ) observe though : pronoun end vowel , ) alternative form , e . g . 'd better . . . though much less ) common . h . stephen straight , binghamton university ( suny )
",no
"Subject: precoling 92 : symposium computational semantic

precoling - 92 22nd july , 2 - 6 p . m . symposium computational semantics sponsor european foundation logic , language information support commission european community , dg xiii recent development both theoretical computational semantics suggest real possibility explore high level computational technique deal mean natural language inform semantic theory restrict particular theoretical approach ( e . g . quantifier scop algorithm , semantic operator kind propose johnson kay ) . symposium attempt explore relationship between current work theoretical computational semantics . paper present researcher both theoretical computational semantics ample discussion floor . invite speaker : hiyan alshawus , sri , cambridge johan van benthem , university amsterdam ( confirm ) robin cooper , university edinburgh han kamp , stuttgart university remko scha , university amsterdam - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - han uszkoreit , comput . ling . , univ . saarbruecken , 66 saarbruecken 11 , frg uszkoreit @ coli . uni-sb . de - phone : + 49 ( 681 ) 302-4115 - fax : + 49 ( 681 ) 302-4351
",no
